Date;Time;Severity;TID;This;Function;Message
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,8"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,9"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,10"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,11"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,12"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,14"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,15"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,16"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,17"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_1.csv,18"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,1"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,2"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,3"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,4"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,5"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,7"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,8"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,9"
2022/06/22;11:58:21.425;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,10"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,11"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,12"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,13"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,14"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,1"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,2"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,3"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,4"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,5"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,7"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,8"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,9"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,10"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,11"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,12"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,13"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,14"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,1"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,2"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,3"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,4"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,5"
2022/06/22;11:58:21.426;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,7"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,8"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,9"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,10"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,11"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,12"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,13"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_2.csv,14"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,1"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,2"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,3"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,4"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,5"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,6"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,7"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,8"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,9"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,10"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,11"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,12"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,13"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,14"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,16"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,17"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,18"
2022/06/22;11:58:21.427;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,19"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,1"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,2"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,3"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,4"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,5"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,6"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,7"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,8"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,9"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,10"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,11"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,12"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,13"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,14"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,16"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,17"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,18"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_3.csv,19"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,1"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,2"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,3"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,4"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,5"
2022/06/22;11:58:21.428;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,6"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,7"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,8"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,9"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,10"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,11"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,12"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,15"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,16"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,17"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,1"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,2"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,3"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,4"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,5"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,6"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,7"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,8"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,9"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,10"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,11"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,12"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,15"
2022/06/22;11:58:21.429;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,16"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_4.csv,17"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,1"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,2"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,3"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,4"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,5"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,6"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,7"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,8"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,9"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,10"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,11"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,1"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,2"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,3"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,4"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,5"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,6"
2022/06/22;11:58:21.430;DEBUG;37489;0;rocos::Robot::check_init_pos@1192;"/home/think/rocos-app/debug/demo_5.csv,7"
